0.0,1757529812634,3621.758500961903
1.0,1757531341380,4518.563162152766
2.0,1757532862303,736.2739789497098
3.0,1757534383294,733.2890200309073
4.0,1757535921140,725.2769119295009
5.0,1757537455079,731.2913417687344
6.0,1757538987660,740.3882842699009
7.0,1757540519963,733.4926378919198
8.0,1757542063016,737.2444859251391
9.0,1757543625935,727.6213351729572
10.0,1757545194371,730.6318143361652
11.0,1757546751709,712.4347370938076
12.0,1757548309898,1011.8746486246473
13.0,1757549863723,1358.3062969580985
14.0,1757551413948,1324.9280366134687
15.0,1757552967613,1275.288730244377
16.0,1757554522173,1291.1318803007287
17.0,1757556066723,1282.6865128157003
