0.0,1757534143780,597.5710801830635
1.0,1757535699190,263.957412385032
2.0,1757537272110,132.2467021160739
3.0,1757538865836,95.89885644600605
4.0,1757540448221,81.38310387707006
5.0,1757542023575,28.27527339767598
6.0,1757543610351,29.990237684280967
7.0,1757545161963,25.479980839778687
8.0,1757546703659,16.974822599596703
9.0,1757548246673,13.625261001398107
10.0,1757549801068,13.234899295023377
11.0,1757551364877,12.583246299478725
12.0,1757552927311,12.672926934424988
13.0,1757554480094,12.670398452902178
14.0,1757556036016,12.880116671120254
15.0,1757557598885,12.837939295192738
16.0,1757559159009,12.520702669278867
17.0,1757560733910,12.564002370653213
