0.0,1757529812634,711.4885662196772
1.0,1757531341380,205.99724593132683
2.0,1757532862303,139.89644087286567
3.0,1757534383294,78.63162959110404
4.0,1757535921140,53.411940065249716
5.0,1757537455080,27.106209776205976
6.0,1757538987660,25.670047298230564
7.0,1757540519963,20.28749549411726
8.0,1757542063016,13.08791663930694
9.0,1757543625935,14.756158812067396
10.0,1757545194371,12.837408431037279
11.0,1757546751710,12.579022956102161
12.0,1757548309898,12.646561273999957
13.0,1757549863723,12.630977831439308
14.0,1757551413948,12.732049142588851
15.0,1757552967613,12.750993872578224
16.0,1757554522173,12.54935144845307
17.0,1757556066723,12.568899847335132
