0.0,1757534143780,3660.1404783525422
1.0,1757535699190,4486.9552909228805
2.0,1757537272110,2632.6724442479135
3.0,1757538865835,597.2146176590197
4.0,1757540448221,597.8165790563378
5.0,1757542023575,591.6269944724498
6.0,1757543610351,588.1360479216759
7.0,1757545161963,592.5965820534216
8.0,1757546703659,588.022069034648
9.0,1757548246672,585.3393432844016
10.0,1757549801068,590.8323464691176
11.0,1757551364877,577.0424607873538
12.0,1757552927311,594.4441215673675
13.0,1757554480093,574.4570713649682
14.0,1757556036016,573.1317148758343
15.0,1757557598885,573.0806908685958
16.0,1757559159008,587.9982793863958
17.0,1757560733910,573.9230912677675
