0.0,1757534143781,8751.789780068946
1.0,1757535699191,8688.366794305643
2.0,1757537272111,8712.184240705392
3.0,1757538865836,8689.2104347217
4.0,1757540448221,8682.177325667877
5.0,1757542023575,8723.897405008993
6.0,1757543610352,8680.160347710422
7.0,1757545161964,8697.291809677194
8.0,1757546703660,8690.06486955213
9.0,1757548246673,8700.874423348194
10.0,1757549801069,8691.745166189965
11.0,1757551364878,8728.658543540152
12.0,1757552927312,8706.532775045285
13.0,1757554480094,8710.560212111925
14.0,1757556036017,8714.436803101715
15.0,1757557598885,8679.38034030666
16.0,1757559159009,8701.23485159286
17.0,1757560733910,8737.377051288719
