0.0,1757529812635,8760.0
1.0,1757531341381,5970.594955193852
2.0,1757532862303,5965.530066284069
3.0,1757534383295,5917.130015946653
4.0,1757535921141,5963.477809935342
5.0,1757537455080,5960.319031614746
6.0,1757538987660,6005.017206683518
7.0,1757540519964,6017.535111069113
8.0,1757542063017,5917.30709795885
9.0,1757543625936,5974.729925467627
10.0,1757545194372,5994.068739363905
11.0,1757546751710,5994.437080666049
12.0,1757548309899,5892.075163009959
13.0,1757549863724,5941.977948708282
14.0,1757551413948,5923.985308636412
15.0,1757552967614,5926.767359956104
16.0,1757554522174,6006.69626643276
17.0,1757556066724,6017.770602202238
