0.0,1757529812635,8751.789780709143
1.0,1757531341381,8688.366794305643
2.0,1757532862304,8712.184240705392
3.0,1757534383295,8689.2104347217
4.0,1757535921141,8682.177325667877
5.0,1757537455080,8723.897405008993
6.0,1757538987660,8680.160347710422
7.0,1757540519964,8697.291809677194
8.0,1757542063017,8690.06486955213
9.0,1757543625936,8700.874423348194
10.0,1757545194372,8691.745166189965
11.0,1757546751710,8728.658543540152
12.0,1757548309899,8706.532775045285
13.0,1757549863724,8710.560212111925
14.0,1757551413949,8714.436803101715
15.0,1757552967614,8679.38034030666
16.0,1757554522174,8701.23485159286
17.0,1757556066724,8737.377051288719
