0.0,1757534143781,0.0
1.0,1757535699191,592.5800291154911
2.0,1757537272110,576.7944428211393
3.0,1757538865836,565.8426442463509
4.0,1757540448221,598.9986824599307
5.0,1757542023575,559.101845883234
6.0,1757543610351,523.0934976997293
7.0,1757545161964,550.4655802028027
8.0,1757546703660,628.680059811577
9.0,1757548246673,579.2916693336072
10.0,1757549801069,551.2425985430907
11.0,1757551364878,605.3473840171213
12.0,1757552927311,595.7465519826699
13.0,1757554480094,580.1503110935424
14.0,1757556036016,584.4602057763265
15.0,1757557598885,572.6164052385906
16.0,1757559159009,579.3643128744828
17.0,1757560733910,558.8261789269302
