0.0,1757534143781,8760.0
1.0,1757535699191,5970.594954657628
2.0,1757537272110,5965.333032583993
3.0,1757538865836,5917.334919650742
4.0,1757540448221,5963.672980028184
5.0,1757542023575,5960.525416432958
6.0,1757543610351,6005.206084631657
7.0,1757545161964,6017.726201096792
8.0,1757546703660,5917.495715608613
9.0,1757548246673,5974.911028528972
10.0,1757549801069,5994.2500882035265
11.0,1757551364878,5994.625028403039
12.0,1757552927311,5892.2667429283265
13.0,1757554480094,5936.034635695897
14.0,1757556036016,5918.218297521706
15.0,1757557598885,5921.158618460652
16.0,1757559159009,6001.003500195904
17.0,1757560733910,6012.135936581798
